0.995,0.251644,0.214308,0.999902
0.99,0.253356,0.230014,0.999894
0.985,0.255156,0.246348,0.999924
0.98,0.257188,0.2648,0.999904
0.975,0.259392,0.280316,0.999924
0.97,0.261448,0.295274,0.99987
0.965,0.263994,0.304954,0.999866
0.96,0.266482,0.318678,0.99989
0.955,0.268622,0.328048,0.999912
0.95,0.27198,0.33818,0.999904
0.945,0.274336,0.348974,0.999874
0.94,0.27747,0.353948,0.99985
0.935,0.280848,0.363266,0.999836
0.93,0.283402,0.368362,0.999782
0.925,0.287182,0.373304,0.999564
0.92,0.290252,0.37943,0.999546
0.915,0.29393,0.387152,0.999168
0.91,0.297664,0.390468,0.998986
0.905,0.301162,0.394444,0.998468
0.9,0.305082,0.397914,0.997684
0.895,0.30958,0.40276,0.996212
0.89,0.31292,0.408636,0.99477
0.885,0.317254,0.412536,0.993142
0.88,0.321352,0.413784,0.990492
0.875,0.32552,0.419166,0.986188
0.87,0.329296,0.421762,0.981996
0.865,0.33379,0.422994,0.97487
0.86,0.33657,0.425718,0.96668
0.855,0.341444,0.431138,0.954876
0.85,0.345404,0.431758,0.947276
0.845,0.349806,0.431822,0.930142
0.84,0.355416,0.437452,0.915722
0.835,0.358004,0.436492,0.894072
0.83,0.362668,0.441372,0.874936
0.825,0.366776,0.443616,0.852342
0.82,0.370554,0.445328,0.826938
0.815,0.375242,0.447978,0.806096
0.81,0.378256,0.448656,0.783482
0.81,0.37879,0.44893,0.777104
0.8,0.3871,0.453404,0.73251
0.795,0.39019,0.455354,0.70937
0.79,0.394736,0.456238,0.691114
0.785,0.399664,0.45741,0.669196
0.78,0.40162,0.45891,0.648586
0.775,0.405694,0.461088,0.631966
0.77,0.409286,0.464468,0.613556
0.765,0.412228,0.463728,0.600682
0.76,0.41685,0.465556,0.586272
0.755,0.420524,0.466504,0.575398
0.75,0.423838,0.468462,0.566784
0.745,0.427034,0.469592,0.555792
0.74,0.429442,0.470108,0.548724
0.735,0.432556,0.472878,0.543724
0.73,0.434768,0.47151,0.534024
0.725,0.438624,0.473784,0.530122
0.72,0.44113,0.475596,0.52536
0.715,0.444266,0.476168,0.522174
0.71,0.446882,0.477406,0.516872
0.705,0.448694,0.477086,0.51557
0.7,0.452734,0.478936,0.513438
0.695,0.454472,0.480472,0.512128
0.69,0.457918,0.48166,0.510842
0.685,0.459308,0.482772,0.507754
0.68,0.462072,0.482442,0.504768
0.675,0.463428,0.483236,0.5054
0.67,0.465596,0.484102,0.504022
0.665,0.46786,0.486146,0.502936
0.66,0.470388,0.48562,0.503298
0.655,0.472958,0.485964,0.502926
0.65,0.47305,0.489248,0.502186
0.645,0.475714,0.487966,0.503002
0.64,0.476858,0.489344,0.500484
0.635,0.477578,0.490702,0.50213
0.63,0.480034,0.491142,0.501774
0.625,0.481568,0.491782,0.500006
0.62,0.485556,0.492668,0.500686
0.615,0.485516,0.492754,0.501612
0.61,0.486144,0.492798,0.500184
0.605,0.487806,0.494606,0.499712
0.6,0.488734,0.494194,0.50048
0.595,0.489488,0.494882,0.500472
0.59,0.490638,0.495592,0.49932
0.585,0.492076,0.495866,0.501422
0.58,0.493264,0.495426,0.4992
0.575,0.492434,0.496378,0.499778
0.57,0.493768,0.496484,0.499838
0.565,0.494602,0.49712,0.499754
0.56,0.49564,0.497644,0.50018
0.555,0.496338,0.49895,0.500468
0.55,0.495692,0.498546,0.50102
0.545,0.497938,0.499154,0.499322
0.54,0.499168,0.499126,0.4997
0.535,0.49854,0.49819,0.499354
0.53,0.49939,0.49828,0.499592
0.525,0.498474,0.498038,0.500482
0.52,0.499796,0.498796,0.498954
0.515,0.499802,0.4994,0.50057
0.51,0.49924,0.500226,0.500816
0.505,0.501268,0.499882,0.499808
0.5,0.500462,0.499602,0.501102
