0.005,0,0,0
0.01,0,0,0
0.015,0,0,0
0.02,2.56e-06,0,0
0.025,8.06e-06,1.74e-06,0
0.03,2.002e-05,5.1e-06,0
0.035,4.128e-05,1.13e-05,1.14e-06
0.04,8.816e-05,2.276e-05,3.27e-06
0.045,0.00014,5.4e-05,4.56e-06
0.05,0.000242,8.7e-05,8.21e-06
0.055,0.000381,0.000171,1.617e-05
0.06,0.000633,0.000295,3.03e-05
0.065,0.001056,0.000499,4.4e-05
0.07,0.0015,0.0006,0.00012
0.075,0.002041,0.001037,0.000264
0.08,0.002734,0.001593,0.000263
0.085,0.003905,0.00223,0.000593
0.09,0.005343,0.003085,0.000893
0.095,0.006703,0.004319,0.001303
0.1,0.0092165,0.006146,0.00212
0.105,0.0111845,0.0081365,0.003057
0.11,0.0146025,0.010836,0.0046455
0.115,0.0180555,0.013878,0.0070815
0.12,0.0227055,0.017957,0.0099515
0.125,0.026277,0.02275,0.0137765
0.13,0.033776,0.028944,0.018839
0.135,0.0404085,0.0361045,0.02514
0.14,0.04674,0.042968,0.033855
0.145,0.055011,0.0511725,0.043045
0.15,0.0644135,0.061719,0.0551565
0.155,0.0723035,0.0728175,0.069286
0.16,0.083847,0.084686,0.086581
0.165,0.0975485,0.101012,0.106341
0.17,0.104773,0.110655,0.123146
0.175,0.121195,0.12879,0.147308
0.18,0.136777,0.147684,0.169033
0.185,0.146777,0.160946,0.192042
0.19,0.160111,0.179439,0.217201
0.195,0.175084,0.194994,0.239958
0.2,0.190901,0.212378,0.264955
0.205,0.20753,0.231367,0.289065
0.21,0.217202,0.244721,0.309271
0.215,0.229039,0.259221,0.328952
0.22,0.248451,0.279507,0.351861
0.225,0.258682,0.291521,0.367667
0.23,0.277457,0.309317,0.386479
0.235,0.287792,0.321914,0.399392
0.24,0.306062,0.340026,0.413256
0.245,0.312424,0.348378,0.423871
0.25,0.328487,0.36385,0.434056
0.255,0.33179,0.367417,0.441472
0.26,0.348341,0.383845,0.449955
0.265,0.355986,0.389779,0.458311
0.27,0.365185,0.39898,0.463407
0.275,0.379178,0.411,0.46939
0.28,0.385951,0.417421,0.474156
0.285,0.391426,0.421858,0.476889
0.29,0.400529,0.42897,0.480381
0.295,0.407319,0.435332,0.483637
0.3,0.416481,0.442935,0.486514
0.305,0.419197,0.445196,0.488052
0.31,0.425077,0.449123,0.490641
0.315,0.435472,0.456394,0.490864
0.32,0.435735,0.456899,0.492769
0.325,0.445809,0.463448,0.493878
0.33,0.446454,0.465367,0.495083
0.335,0.45191,0.468508,0.495584
0.34,0.457385,0.472686,0.497443
0.345,0.459769,0.474235,0.496951
0.35,0.461577,0.475698,0.497238
0.355,0.465901,0.478252,0.497841
0.36,0.468899,0.480815,0.498493
0.365,0.472062,0.482172,0.498887
0.37,0.474593,0.485017,0.499364
0.375,0.477845,0.486741,0.498211
0.38,0.477029,0.487195,0.498948
0.385,0.479167,0.488292,0.499673
0.39,0.482372,0.488926,0.499386
0.395,0.483572,0.490091,0.499358
0.4,0.486284,0.491075,0.50005
0.405,0.487346,0.492298,0.499836
0.41,0.48835,0.492847,0.499468
0.415,0.49047,0.495204,0.499289
0.42,0.49109,0.494819,0.500236
0.425,0.492341,0.495273,0.499634
0.43,0.493635,0.495954,0.499594
0.435,0.493555,0.496679,0.500115
0.44,0.495079,0.497122,0.499816
0.445,0.496241,0.498134,0.499972
0.45,0.495966,0.498403,0.499625
0.455,0.497885,0.498915,0.500115
0.46,0.498162,0.499477,0.500295
0.465,0.498764,0.499353,0.500035
0.47,0.499366,0.498999,0.49977
0.475,0.499062,0.500042,0.500395
0.48,0.499108,0.500429,0.500031
0.485,0.499506,0.499569,0.500263
0.49,0.499951,0.499991,0.499894
0.495,0.499956,0.499724,0.49979
0.5,0.499936,0.499936,0.499936
