0.823188, 0.305866
0.786896, 0.856869
1.40048, -0.539958
0.606712, 0.589593
0.648448, 0.925899
1.53136, -0.309817
0.46782, -1.12272
1.56113, 0.223987
0.850557, -0.924497
0.704973, 0.816134
-1.19949, 1.57542
1.44078, 0.383901
0.726846, 0.45694
1.04135, 0.693647
0.266858, 1.0909
-0.692646, 1.44326
0.846681, 0.250683
0.20966, 0.889934
0.657173, 0.537819
1.01027, 0.729316
0.847838, 0.243563
-0.309348, 1.16807
-0.557396, 1.28
1.18209, -0.726269
-0.83302, 1.39444
1.41366, -0.486914
-0.441828, 1.23215
0.842491, 0.261645
0.371388, -1.16828
1.54393, 0.122068
0.386033, -1.16802
0.825013, 0.299735
0.578601, -1.07907
0.381695, -1.16361
0.921304, 0.782587
-1.13194, 1.55953
0.446844, 1.01251
1.30315, -0.630481
1.07278, 0.672558
1.46176, 0.362606
0.63783, 0.844809
1.29978, -0.605305
-0.700357, 1.34056
0.719531, 0.880523
-1.17337, 1.58244
1.44227, 0.292321
1.33639, 0.49037
0.810738, -0.947201
0.0596233, 0.981201
1.46413, 0.360582
0.44191, 1.01468
0.964101, -0.870846
-0.587048, 1.29249
1.14211, -0.735034
-0.973345, 1.51741
1.35487, 0.470749
1.07632, 0.687174
1.05474, 0.68478
1.0851, 0.66426
0.748024, 0.430893
0.999557, 0.661321
1.55054, 0.237509
1.29706, -0.637786
0.358718, 0.791194
1.14026, -0.75818
0.607953, 0.587928
0.408207, -1.15811
0.729521, 0.885117
0.45511, -1.13536
0.207424, 0.891025
0.191467, 1.12896
0.307304, 0.826556
0.31912, -1.19729
0.275539, -1.21083
1.57572, 0.197302
0.303785, 1.08259
0.231259, 0.878652
0.91942, 0.769726
0.170281, 0.916548
1.42972, -0.468542
0.431039, 1.02957
-0.642001, 1.31586
1.32406, -0.58238
1.1166, 0.642161
-0.610082, 1.30233
1.32538, -0.61329
0.815662, 0.318817
-0.830715, 1.39352
-0.836934, 1.47834
0.719001, 0.809779
0.712829, 0.477149
-0.829229, 1.39322
0.843738, 0.258415
0.389554, 0.771884
0.275249, 0.848117
0.222035, 1.10955
1.01113, 0.728407
-0.523318, 1.38975
1.38539, 0.357952
0.325534, 1.06598
-0.631119, 1.42423
1.4011, 0.340755
0.56397, -1.08456
0.318553, -1.19188
1.46068, 0.364523
1.31968, -0.618371
1.39973, -0.504267
1.34754, -0.559104
1.08352, 0.60746
0.125603, 0.94042
0.373232, 0.78091
-1.19302, 1.58773
-0.97326, 1.52723
-0.963967, 1.52464
0.295447, 1.07877
1.47794, -0.456516
1.4491, 0.283581
-0.749489, 1.45224
0.779594, -0.97721
1.41368, 0.416065
1.11092, 0.589068
1.15159, -0.72893
0.107227, 0.951435
-0.913825, 1.51015
0.869142, -0.927916
-0.628081, 1.41478
1.13888, 0.626174
0.679475, 0.910499
1.51978, 0.172871
0.710189, 0.885313
1.33736, 0.406919
1.30363, -0.602707
0.2218, 1.11885
1.02612, 0.703612
1.49462, 0.322208
0.911758, -0.901892
-0.968867, 1.51617
-0.378402, 1.20333
0.570336, 0.626078
-0.684151, 1.33771
1.22756, -0.693995
-1.23386, 1.59779
0.374441, -1.16569
0.146427, 1.14023
-1.20315, 1.57649
-0.755355, 1.46287
-0.651102, 1.43053
-0.824943, 1.39583
0.763588, 0.409199
0.288896, 0.841545
1.23328, -0.689497
-1.19119, 1.57359
-1.18709, 1.5324
0.279144, 0.845249
-0.44124, 1.3627
0.902956, 0.716781
-1.16578, 1.53291
0.318272, 0.819466
-0.908251, 1.49914
0.648542, 0.546993
-0.390016, 1.33721
-0.450884, 1.36568
1.15171, -0.727931
0.849556, 0.810148
-0.712265, 1.44957
1.40772, -0.495097
-0.951994, 1.52086
0.607542, -1.05497
-0.867782, 1.41322
1.13864, 0.626348
1.01876, -0.837112
0.329105, -1.18723
0.239015, -1.22667
0.205959, 0.894515
0.330788, 1.07113
1.02113, -0.820431
0.780383, 0.781134
0.784291, 0.779217
-0.250878, 1.14306
0.822933, -0.941225
1.43743, -0.503531
0.920831, 0.768809
0.447524, 1.02226
-0.365908, 1.33744
-0.376749, 1.34106
0.413895, 1.03693
0.261664, -1.22183
-0.838013, 1.47865
1.53684, -0.376059
0.288087, 1.09132
-0.844937, 1.48986
0.631169, 0.84766
1.54408, -0.279225
0.836107, 0.274933
-0.483596, 1.36843
-1.05637, 1.48894
0.697324, 0.819552
-0.549002, 1.27971
1.32294, -0.613261
-0.384297, 1.34361
1.525, -0.322843
-1.20818, 1.55101
0.146438, 1.14023
-1.22298, 1.55748
1.54042, 0.13197
0.697596, 0.819881
1.42795, 0.401126
1.34871, -0.558004
0.40234, 1.04019
0.237249, -1.2321
0.402954, -1.15275
1.48444, 0.23264
0.93102, 0.776625
0.489092, 1.00136
-0.866582, 1.41274
1.23263, -0.690053
1.1382, 0.626609
-1.12958, 1.51039
-0.911354, 1.4308
-0.448473, 1.23204
1.43949, -0.456226
0.698215, 0.81916
0.92783, 0.764719
0.709207, 0.478439
1.04919, 0.688484
-0.942863, 1.43806
1.14138, 0.567816
0.417219, -1.14627
0.329256, 1.0718
0.839144, 0.751008
-1.06683, 1.48628
1.111, 0.646191
-0.639484, 1.31882
-0.854686, 1.40343
1.3022, -0.603067
0.179412, 1.12699
-0.670054, 1.43646
-1.09326, 1.54971
0.662223, 0.909847
-0.981316, 1.459
0.00875376, 1.00936
0.810016, 0.329693
0.28624, -1.20956
-0.504815, 1.2603
1.37911, 0.365479
1.45562, 0.367083
0.90999, 0.787034
-0.467371, 1.24377
0.64354, 0.552703
0.621211, -1.05833
0.641857, 0.556568
0.916886, 0.709548
0.823013, 0.306232
1.2958, -0.636747
1.44776, 0.285328
-0.98611, 1.52109
1.01441, -0.823963
1.22461, -0.694265
1.06676, 0.618488
1.52415, 0.278595
-1.0464, 1.48498
1.092, 0.659385
-0.259384, 1.14399
1.44514, 0.287789
-0.94609, 1.43932
0.240557, 1.11086
1.39001, -0.552974
1.01241, 0.653399
-1.11896, 1.51386
-1.21812, 1.59413
1.49157, -0.382008
1.59399, 0.158995
1.59748, 0.149271
0.479287, -1.11839
0.661352, 0.92162
1.41918, -0.523107
0.0851938, 0.964136
0.787804, 0.367961
0.00782552, 1.00742
1.13948, 0.56907
0.716519, 0.469417
-0.961451, 1.51421
0.364808, 0.789412
-0.945368, 1.43904
-0.91436, 1.51029
0.916163, 0.709891
0.752292, -0.991649
-0.441203, 1.35435
-0.955015, 1.44315
0.769121, 0.398251
0.670615, 0.831352
0.440185, 1.02525
1.07245, 0.614765
0.914957, -0.900045
1.11692, 0.642021
-0.627458, 1.41466
-0.487306, 1.25253
-0.881948, 1.50074
-1.09124, 1.49567
0.695392, 0.892932
-0.710252, 1.44871
-1.15478, 1.52862
0.849578, 0.238691
-1.22542, 1.55858
0.228891, 0.880326
0.318477, -1.19757
-0.748882, 1.46088
-1.07317, 1.54446
1.5279, 0.276299
1.57941, 0.189893
0.392228, 0.767222
0.0129796, 1.00704
1.01714, -0.839798
0.751813, -0.979765
0.844421, 0.748705
0.819666, 0.839615
0.222653, 0.881815
-1.19878, 1.54698
1.35434, 0.474
1.40918, -0.533605
0.315591, 0.820958
0.182658, 1.1325
0.793407, 0.853401
1.5712, 0.204664
1.35206, 0.392499
1.27778, -0.653944
-1.21494, 1.57899
0.68936, 0.823221
1.56111, 0.224026
-1.07266, 1.54434
0.850148, 0.809814
0.0869339, 0.965657
0.286854, 1.08241
0.658051, 0.836672
0.716546, 0.469378
-0.636376, 1.41746
1.49153, 0.326185
-0.434058, 1.35205
-0.684749, 1.33379
0.19337, 1.13038
-1.09169, 1.56043
1.12295, 0.637688
0.832743, 0.285946
0.407871, 1.03774
1.12475, 0.579955
-0.391471, 1.20923
-0.908838, 1.50862
-0.00609791, 1.01501
-0.667219, 1.427
-1.16953, 1.58143
-1.12643, 1.55813
0.699225, 0.819159
-1.1319, 1.57137
0.832817, 0.832396
-0.931979, 1.43378
-1.08119, 1.49887
0.695914, 0.820321
-0.820197, 1.39389
1.13925, 0.644306
1.29276, -0.61175
0.163131, 1.13353
1.08431, 0.679686
1.35163, 0.392924
1.09086, 0.603134
0.898853, 0.719043
0.831443, -0.936383
-0.420478, 1.35583
0.724106, 0.87807
0.228788, 1.10677
0.847904, 0.243429
