6289.468492, 0.684739, 0
6295.751678, 0.859298, 0
6302.034863, 0.701009, 0
6308.318048, 0.749684, 0
6314.601234, 0.762444, 0
6320.884419, 0.761173, 0
6327.167604, 0.826214, 0
6333.450790, 0.586453, 0
6339.733975, 0.852593, 0
6346.017160, 0.619603, 0
6352.300346, 0.657831, 0
6358.583531, 0.873033, 0
6364.866716, 0.517241, 0
6371.149901, 0.916005, 0
6377.433087, 0.514919, 0
6383.716272, 0.768226, 0
6389.999457, 0.781329, 0
6396.282643, 0.591013, 0
6402.565828, 0.887071, 0
6408.849013, 0.473812, 0
6415.132199, 0.905100, 0
6421.415384, 0.543005, 0
6427.698569, 0.820797, 0
6433.981755, 0.837504, 0
6440.264940, 0.616369, 0
6446.548125, 0.820053, 0
6452.831310, 0.774402, 0
6459.114496, 0.533391, 0
6465.397681, 0.929428, 0
6471.680866, 0.540503, 0
6477.964052, 0.767812, 0
6484.247237, 0.877903, 0
6490.530422, 0.434527, 0
6496.813608, 0.910089, 0
6503.096793, 0.426598, 0
6509.379978, 0.928253, 0
6515.663164, 0.458686, 0
6521.946349, 0.773236, 0
6528.229534, 0.871242, 0
6534.512719, 0.433424, 0
6540.795905, 1.010850, 0
6547.079090, 0.000287, 0
6553.362275, 0.638095, 0
6559.645461, 1.056198, 0
6565.928646, -0.184393, 0
6572.211831, 0.651552, 0
6578.495017, 1.086433, 0
6584.778202, -0.301852, 0
6591.061387, 0.538597, 1
6597.344573, 1.150405, 2
6603.627758, -0.739375, 1
6609.910943, 0.569958, 1
6616.194128, 1.117163, 0
6622.477314, -0.473474, 0
6628.760499, 0.628765, 0
6635.043684, 1.040675, 0
6641.326870, -0.059527, 0
6647.610055, 0.809720, 0
6653.893240, 0.673726, 0
6660.176426, 0.599138, 0
6666.459611, 0.924638, 0
6672.742796, 0.410628, 0
6679.025982, 0.875052, 0
6685.309167, 0.677993, 0
6691.592352, 0.565988, 0
6697.875537, 0.958714, 0
6704.158723, 0.232262, 0
6710.441908, 0.822382, 0
6716.725093, 0.895492, 0
6723.008279, 0.401130, 0
6729.291464, 0.864314, 0
6735.574649, 0.599100, 0
6741.857835, 0.746898, 0
6748.141020, 0.861991, 0
6754.424205, 0.616753, 0
6760.707391, 0.850773, 0
6766.990576, 0.660112, 0
6773.273761, 0.717647, 0
6779.556946, 0.919058, 0
6785.840132, 0.454628, 0
6792.123317, 0.785952, 0
6798.406502, 0.855886, 0
6804.689688, 0.675632, 0
6810.972873, 0.786568, 0
6817.256058, 0.721387, 0
6823.539244, 0.814566, 0
6829.822429, 0.720335, 0
6836.105614, 0.690576, 0
6842.388800, 0.816462, 0
6848.671985, 0.774548, 0
6854.955170, 0.627268, 0
6861.238355, 0.769917, 0
6867.521541, 0.845881, 0
6873.804726, 0.576565, 0
6880.087911, 0.907046, 0
6886.371097, 0.602660, 0
6892.654282, 0.792870, 0
6898.937467, 0.787180, 0
6905.220653, 0.532696, 0
6911.503838, 0.826156, 0
6917.787023, 0.850207, 0
6924.070209, 0.589287, 0
6930.353394, 0.860631, 0
6936.636579, 0.650674, 0
6942.919764, 0.718051, 0
6949.202950, 0.870346, 0
6955.486135, 0.508969, 0
6961.769320, 0.822583, 0
6968.052506, 0.801185, 0
6974.335691, 0.625124, 0
6980.618876, 0.878739, 0
6986.902062, 0.575181, 0
6993.185247, 0.883302, 0
6999.468432, 0.600985, 0
